best_fitness,runtime_ms,vector
3.34655e+010,0,83.3347 26.9992 -9.33514 -4.97357 57.5917 67.7054 -65.1766 -57.4209 -30.9056 55.254 22.5629 -4.7059 48.5513 -57.69 69.8518 -59.5788 4.32608 13.2851 45.688 -22.4307 80.8 -38.1865 -65.213 -44.5159 19.4725 21.9766 8.2837 68.3047 -89.6854 -44.8478
3.44101e+010,5.0633,62.8423 49.3696 -79.7552 4.23147 -38.2769 -39.8816 -16.3807 32.1045 -81.0843 79.3853 -80.9187 -27.8421 -30.4861 -40.5996 45.5878 12.612 6.57944 36.4578 -85.7553 16.1885 49.1456 -35.6363 88.3531 -25.9359 -46.4056 57.7999 25.1867 21.9492 22.5859 -1.68588
2.74368e+010,0,-31.4473 30.8704 56.0941 4.68285 -68.2918 -37.2893 -27.1333 -32.6254 -37.2502 -8.04251 52.6872 -62.8274 -58.5867 -88.9592 50.6298 8.04279 -7.17702 44.3624 66.9123 -51.1216 76.1552 64.8173 -23.4065 -27.5029 -65.8591 -55.0061 66.5134 -7.96691 -16.6945 93.5898
3.24836e+010,0.8444,-19.47 82.4859 -11.9251 92.1627 -45.2077 -42.1041 43.0789 -25.3639 25.8053 4.7946 -36.3448 -66.1414 17.628 54.2043 -88.7476 -21.842 -42.5657 31.8069 -63.2706 28.3618 -58.2219 8.73219 61.4971 -51.4635 53.526 -51.8454 66.6856 59.5834 11.7737 42.6259
2.87476e+010,0,58.3113 -89.0409 -5.58624 -63.157 -13.046 8.78131 -41.7007 -35.3811 -39.6996 -19.7973 -49.0781 14.5664 -56.3301 62.082 -9.43351 60.4773 -13.7385 -42.2573 65.8283 22.8045 75.7605 -77.1464 -9.09139 -54.9554 -27.3508 66.1164 31.655 64.6693 50.7927 -92.152
3.7844e+010,0,11.9519 76.2173 -92.4396 31.127 -11.5849 4.02463 37.3257 23.2196 75.5118 -29.139 52.3315 -2.87669 -94.7701 13.2834 32.6304 -16.5568 -79.4645 15.878 58.8262 -16.7985 21.1053 -8.62044 -47.0122 55.2654 82.9222 20.9792 66.3613 -56.5382 -37.8668 -65.121
2.03909e+010,0,25.4044 3.66425 24.178 -19.0748 -74.701 -35.8067 22.0716 -78.9407 -29.712 -38.9804 7.06519 12.7705 -8.97913 2.86755 56.9829 9.5966 37.6981 35.3817 65.5933 -52.3258 61.2273 17.2104 -52.0673 37.6635 49.4823 -75.5788 57.2163 -61.1335 32.2647 89.9124
3.04821e+010,0,73.6964 -12.0998 -57.2952 34.8279 -44.2671 -92.4725 28.1055 37.2866 28.8312 -31.5989 -50.6341 -35.6425 -23.5534 -10.0952 -14.5975 77.5046 -34.4192 -39.7942 -11.08 35.2776 -87.3998 -49.6835 68.1141 11.134 -2.72559 43.7243 -32.7678 -76.9605 -45.0872 93.4358
3.37576e+010,0,-35.2092 50.4529 -90.7888 -13.657 -66.9729 24.3856 -10.3864 10.3428 29.4385 -9.63433 5.14145 0.72583 -5.01108 83.5653 3.67188 -16.1068 -73.3397 -35.3685 -29.8183 25.6677 -4.93634 -46.2187 -65.1241 28.2625 2.7858 -65.9397 -87.5932 61.6714 81.8403 44.5032
2.57835e+010,0,13.6116 13.416 14.8882 -47.5312 5.72749 79.5011 43.6784 78.5081 -23.8538 48.7863 0.609756 -8.51199 19.1274 -58.1653 -45.8622 85.3273 69.8245 -35.8184 -68.6643 -6.23211 27.1747 17.8435 -43.0277 -17.8584 21.6898 62.7224 -68.1706 -46.2247 40.6254 44.4558
3.41243e+010,0,38.6596 38.0991 13.5578 3.89853 -66.9788 5.96845 66.5849 29.6108 37.4548 -82.7004 31.5644 30.3906 89.6004 81.0228 21.7944 47.2542 49.4968 -54.2704 82.2635 42.0473 22.2128 -54.7788 -2.6683 15.8246 -73.7318 55.702 -19.3067 -6.35075 -70.1496 -50.7084
3.10209e+010,0,9.09275 -88.0682 64.9072 -19.7439 -24.8358 35.2699 -87.306 -15.9645 -53.0383 -32.0573 75.8228 83.1806 5.00014 -23.0453 -83.454 -13.5262 -4.92907 -6.02541 -9.41172 52.7886 -57.675 59.5762 -20.4457 11.9231 -21.4223 -30.4897 11.4643 35.5562 10.065 12.5598
2.9276e+010,0,84.3331 30.8667 57.0113 18.76 49.5484 -12.8018 -27.5909 -87.3718 14.5939 74.8546 41.2269 18.3357 -6.68024 -40.1433 -5.33378 -7.94653 -75.6298 20.8456 -46.8532 41.965 -31.9904 -79.3935 55.4335 27.9106 47.5475 6.20105 -18.2445 -16.0264 76.0231 -49.3776
3.60022e+010,0,64.6797 -14.6536 63.3009 26.739 27.7724 28.6856 5.90352 77.2028 -17.8203 71.7279 57.7056 -78.0278 -14.7238 58.0811 -83.9816 -7.99656 61.2161 51.1159 49.3945 57.3376 -24.7137 80.276 -40.919 72.7119 4.76935 -74.429 33.6343 39.4052 55.3978 66.1452
2.73825e+010,0,29.7487 -14.02 50.2432 -47.8095 38.4794 -69.4809 28.3388 45.0224 23.6587 -20.7268 -50.9254 -12.974 29.2295 27.7146 -59.5895 -47.3245 -67.0057 -51.5266 38.4763 79.8479 -23.9784 49.9064 22.8686 -88.3475 32.0575 86.9922 -52.7764 13.4516 -12.7741 -86.3614
1.94533e+006,0,9.72971 -21.1098 13.0943 22.6855 15.1632 -2.67492 -5.55195 9.13272 20.4117 -13.7496 -0.255989 -6.844 -9.70674 -3.92748 10.8292 -4.74017 0.49369 -9.10448 -13.1333 -29.6313 -21.8223 6.93654 -29.2961 10.4562 9.92632 -6.46777 6.2771 17.8451 -11.2868 -27.5705
1.75767e+006,0,10.7971 11.577 -29.731 -14.1572 0.716385 -8.31622 -13.5716 15.1445 -13.614 3.1352 -20.3225 -6.25528 -15.1081 -13.9533 7.61677 7.24868 -1.47287 -6.72222 5.52707 10.4414 6.68119 -17.4146 -15.09 4.37474 7.31764 29.4615 16.6603 6.54728 -27.1671 4.37085
1.76653e+006,0,-14.2608 21.292 -4.5063 -22.9969 -28.3539 26.1693 -1.88848 12.9208 1.67696 2.39164 -17.4238 -4.59518 8.30331 -5.52685 -2.34358 2.07559 -3.8624 -13.2849 -21.4829 -10.1593 -9.5792 -6.73134 29.0704 -1.81696 -12.5351 -14.7161 -4.95286 1.01539 18.2031 9.75617
1.62222e+006,0,4.07085 -29.9082 -2.00633 29.584 10.6418 0.572245 -10.748 10.6449 -2.00338 -9.37926 -5.57337 -8.94449 -11.5317 -0.851339 -5.89182 -4.51713 -7.00579 -29.9186 -8.95297 -17.64 2.924 4.7897 4.36999 -4.78316 14.4399 -8.94171 6.26381 -12.2093 14.1614 -28.8205
1.96755e+006,1.8476,-3.41642 -17.3665 6.62267 2.52988 -12.6873 -14.302 8.08212 -15.4408 -4.06004 -18.6929 -18.8603 16.5615 17.1231 -26.3661 29.6792 6.66607 0.843075 1.5335 6.30287 -15.2537 -22.0479 -19.8746 19.0953 -24.117 0.794918 10.4774 3.1997 9.62137 12.8227 10.2788
1.972e+006,0,-7.60269 10.1279 5.52376 2.86928 15.5487 26.4196 7.4492 -14.2173 -19.0479 24.2252 1.72334 4.24378 -12.5565 20.5011 -14.9234 -23.0272 -21.4287 -2.29813 -12.7378 -16.2045 5.21031 -11.3852 -27.3234 18.0396 -1.3087 -10.9633 -4.50559 4.82431 2.57815 -23.3044
2.11734e+006,0,3.94544 -16.9207 1.56148 -2.25754 28.6042 22.1917 -23.6174 6.62444 6.82856 7.09172 -7.44957 25.392 -11.5379 5.7709 15.6465 8.14577 8.2383 21.0015 27.1776 -11.1338 -27.1833 2.2132 11.3091 2.32117 25.4717 -13.3353 8.41592 3.41486 0.553591 19.1274
1.86926e+006,0,10.5626 -8.82865 11.4998 7.15682 11.4825 -22.4464 5.51595 -14.6413 3.88258 18.6908 0.83868 6.65585 9.79674 -24.5239 13.2732 -16.0233 -6.32519 -7.14762 -5.44742 -1.0283 -12.9295 24.5975 -12.4162 11.431 -14.4582 29.3258 14.7411 18.3243 17.3512 16.1584
1.88561e+006,0,28.8221 8.35161 -11.8233 -15.5601 -8.13678 20.5268 1.62798 20.1077 -2.53937 17.7091 13.7818 -13.5166 -21.8956 -22.5999 7.53935 -15.8436 7.24592 -17.0694 -16.133 3.32579 18.7494 -18.6974 1.49018 -3.79284 1.04987 -4.13196 2.13741 -18.232 1.07602 20.4667
1.57985e+006,0,-3.90489 22.317 22.4206 11.8156 -4.28104 -11.2728 -11.6129 -8.75797 -23.0807 18.3406 -0.65814 4.56865 9.17838 -7.32832 0.955164 -4.34553 10.01 -10.3854 -7.7858 -22.5607 16.6502 11.8825 -25.249 4.33114 2.54623 -2.4858 -2.68694 19.6027 16.6079 -10.2786
1.74745e+006,2.6865,-9.26452 -9.26586 -4.36254 16.7242 8.73971 4.7852 26.6087 -8.03489 -0.685345 25.3401 -6.52135 6.95667 3.36399 16.9554 23.2875 -7.83016 20.2257 9.83486 -12.2436 14.7 3.51908 -16.9989 14.3476 5.78976 -6.49694 25.7799 24.8104 -5.10638 7.37454 4.24623
1.97927e+006,0,19.4967 -22.856 -7.12149 19.2282 29.9665 -9.85268 -10.4771 14.3888 -6.6016 -20.294 -8.13145 -13.3257 -10.7049 -26.913 1.23448 5.10936 12.7163 -21.189 20.9396 -1.66989 16.881 13.9685 -11.1974 20.7391 7.1284 3.83524 -4.81768 -7.06305 -2.41105 14.7759
1.6307e+006,0,21.0651 -16.7358 -10.9165 -13.4426 3.10387 3.94653 -17.4175 12.9924 -8.41082 27.7138 -15.4759 8.74017 8.40446 10.8475 -4.22919 -11.7467 -5.32936 -13.7114 5.95308 -11.123 18.6322 9.78519 -8.30193 -28.7382 -0.866642 2.57475 11.2444 0.138523 -23.8454 2.59827
2.01415e+006,0,-2.08309 29.8686 -2.87821 28.9816 -1.63236 -12.2197 19.1091 -13.0351 4.67513 5.42731 20.2056 -1.07653 24.4198 -5.81491 0.0811348 -3.8907 -19.2622 -13.4219 4.52536 -17.4474 21.4416 4.34851 12.1578 11.1549 6.20528 -29.1085 6.9926 -4.48166 -4.68912 -24.3754
2.11563e+006,0,-28.8082 -6.89241 -24.586 -17.2933 -20.8735 4.67374 -24.9294 -6.68624 18.5019 -22.9022 -24.4551 -3.15542 22.8599 -5.18087 6.94939 -9.76457 7.60805 2.29011 -8.71617 12.2942 21.9175 -26.4691 5.6076 -14.1184 10.5547 0.878571 -0.650486 -8.94347 -4.79572 -8.85764
1.71557e+006,0,3.55648 -19.6191 28.2129 25.1975 19.7191 -11.1303 -7.86156 18.8847 19.1442 2.02357 19.7625 -5.43337 5.97786 7.27692 2.86922 -2.99636 -8.98376 -9.28716 -1.30343 3.77718 -1.26299 -13.6572 -10.2744 -17.7864 18.984 -14.3172 -13.6155 11.6076 6.72099 -19.2285
1.75381e+006,0,13.4478 24.9835 8.17101 11.1487 1.22441 -25.6304 -2.842 1.5352 -1.90995 5.84748 -14.5621 -10.488 7.69552 -23.9223 -5.406 10.4366 9.84297 -27.7068 -17.5953 8.43766 5.2901 -13.3401 19.0278 10.6109 -5.27344 20.0849 18.3088 -15.228 8.55268 -2.40037
1.94815e+006,0,-16.6054 1.60132 2.94771 17.1 -11.0777 -13.7819 2.87615 -11.3005 16.1274 8.11829 -10.5961 -18.1744 -7.2173 -12.5461 27.1045 3.36796 8.87765 -4.46536 -23.6344 29.2422 12.7848 -29.3573 6.87156 12.3013 6.88934 7.37509 19.1255 18.9584 11.6077 -7.44476
1.88602e+006,2.6302,-7.33538 8.23613 -17.751 17.8105 0.0529747 10.304 13.7146 20.164 -8.04892 20.7784 -13.2205 2.03954 15.198 14.391 13.959 -21.5094 18.1173 0.865967 3.11503 -9.23263 19.1417 16.4192 -18.82 -2.48616 -5.83679 19.903 21.5732 -10.2158 -8.76764 -24.7552
1.92898e+006,0,2.73219 -6.62038 -21.31 -28.7082 15.2798 16.6668 2.83255 9.07862 6.69025 -24.7803 13.9095 -6.60576 -11.2652 19.9285 -8.87371 7.35382 4.63192 -3.97516 18.619 16.7541 13.0206 -14.0893 5.95598 10.9454 22.0563 -7.92243 5.02904 24.2904 21.6081 -13.2739
1.9357e+006,3.8268,-6.76873 -23.747 -24.3998 5.14871 14.409 -0.939909 -13.2998 25.7948 -5.1073 -21.2068 -24.6175 10.4093 2.88588 1.4805 2.21974 -0.649994 -28.6842 -0.0147743 -15.3586 -12.3961 15.0731 -17.2001 -3.39775 -5.62752 -3.96935 5.7464 22.8008 -3.55981 -9.63481 -22.1473
1.85945e+006,0,2.0541 -17.4227 21.5397 -8.70763 -9.1081 -5.43508 -17.7695 8.65577 28.0016 8.92189 -7.62665 -11.8193 -12.4741 -1.21657 5.57911 25.0879 5.09897 11.0487 -15.4402 4.94215 -9.62172 -7.15932 -25.3208 -7.43526 -16.4897 18.6495 4.61681 17.4295 22.673 -14.8803
1.50647e+006,0,-20.6963 -2.34224 3.7321 4.41833 6.55014 -4.59672 9.22031 -12.2372 8.63795 -6.2147 -4.10983 3.74524 13.9357 -25.7627 26.6349 -21.5621 -23.3511 5.47797 -4.73456 9.93998 -8.9094 -2.67954 -24.3107 0.772459 -3.53154 -2.2316 1.76357 -22.9411 -9.55401 -2.51681
1.93793e+006,0,8.19126 -26.7371 10.84 -10.532 -5.73091 21.0268 -16.9378 15.4313 -7.30989 29.5394 3.71678 19.7065 14.4196 -2.15368 -18.0422 -12.0063 -19.285 4.54712 7.92588 -6.08875 -22.4657 4.22718 29.8824 12.1836 3.39466 10.782 3.55931 3.44716 6.02688 -14.1389
1.88082e+006,2.0171,20.0339 2.30813 6.15611 21.9232 -9.19708 -12.1069 18.1273 20.5708 1.53402 -12.503 -3.2544 0.337065 -18.7761 -3.99437 -22.8882 -12.3989 18.888 -11.3217 -18.2955 -10.7424 0.676445 -9.47167 -13.19 25.4 -3.68072 29.8626 -4.9393 -9.81951 11.5558 12.1913
1.74178e+006,3.0763,6.04499 4.54107 -26.3805 4.86945 12.7302 -6.68084 -17.6789 -19.1798 9.20956 15.8849 -7.80558 -8.74437 -26.7363 -21.8185 -0.100088 -12.6406 -17.4385 -13.2351 21.2638 -23.2592 -14.7276 -6.88881 2.1137 -14.912 9.19526 13.0529 0.422655 2.16268 -11.0595 2.61689
1.96852e+006,0,-0.00547218 -1.37212 -12.3375 5.00783 29.5658 -23.0952 1.33452 23.2962 11.4605 -14.2526 16.0588 0.545507 -6.01452 24.1871 1.38521 23.9098 9.73274 23.7158 -3.38252 14.1587 -13.233 10.9929 -14.0999 -2.43052 1.26714 -1.05503 3.50013 -9.19305 20.1105 28.1584
1.94999e+006,0,17.766 10.4136 12.8817 -4.9772 18.2623 -17.5347 9.44259 2.29445 -19.9023 -1.7243 -1.50381 -12.2683 -12.8637 19.3511 -22.9727 3.6813 3.21447 -29.1478 3.56646 18.2783 -2.5087 4.23863 -1.46183 -12.1382 7.99034 -25.1355 7.50748 26.5667 20.9006 -14.6406
2.00208e+006,2.0146,15.8844 -10.8219 -20.3439 4.4726 -4.54086 -22.2777 7.58904 -18.123 14.5084 -0.58534 1.88556 -4.47548 -3.34113 11.3148 -0.607176 28.3572 -10.985 24.7489 -28.2617 17.8027 1.03014 4.65856 -10.0032 13.7356 18.1458 14.2391 -12.3315 11.1259 -5.88605 27.5378
1.86961e+006,1.4831,-28.9178 5.46916 9.4924 -14.8271 5.64267 -11.6399 17.7947 12.128 -18.1804 7.19958 19.5776 -13.9785 -7.01992 2.08093 -11.2856 -19.8692 -9.40387 -27.6497 -0.0941849 25.6611 17.2346 15.648 -8.658 3.00559 -5.31122 16.9409 -0.235077 17.9906 -0.663643 11.3327
340.954,0,151.048 269.852 16.5523 366.632 -254.71 -70.3526 -81.3788 32.5994 -60.9556 -402.724 -128.83 -51.2043 37.2379 304.799 -47.1552 127.034 -84.857 -27.939 138.954 -99.5507 -346.751 -156.284 257.864 480.261 117.356 39.7061 168.817 -137.783 -421.187 186.991
426.946,0,4.44592 -217.927 -140.045 64.4299 238.449 69.0611 -222.787 -90.3489 363.732 141.055 -329.605 -96.72 -461.605 88.2109 -495.303 -244.257 76.117 -181.735 41.6667 -108.364 -246.273 -45.0281 -17.3128 461.016 443.257 -214.561 -281.221 29.3719 45.9155 -254.286
481.583,0,-174.386 478.817 173.138 -183.224 25.2812 22.2513 -245.063 160.801 111.528 96.2391 -179.392 -375.155 -441.429 141.787 423.248 195.426 -184.071 -387.954 161.883 215.552 -208.231 178.383 141.474 -12.2554 -390.049 462.761 -323.984 -166.582 -45.2335 178.016
414.556,0,274.026 -23.6106 11.7034 383.719 -324.642 248.994 229.915 -8.69687 136.344 248.843 240.12 150.434 171.596 297.17 -299.964 84.4692 20.1406 -382.746 139.464 -21.4518 -255.682 -107.39 -435.663 -199.2 271.84 316.703 -313.493 249.739 -135.917 93.1994
431.868,1.9148,-151.085 417.606 309.269 -25.0229 -5.67233 409.343 124.635 46.7241 74.5405 -168.331 -153.022 128.835 -275.101 -427.148 -148.789 -54.173 154.477 -284.343 -283.124 11.8207 -449.702 -378.956 59.9962 -130.592 228.29 38.4237 303.892 289.337 156.729 -286.047
354.656,0,226.538 172.458 4.65887 -192.487 -51.1165 -274.532 222.539 -75.0349 40.1241 -435.702 180.255 153.511 -55.3983 35.3569 -99.1058 84.6542 -446.695 157.121 175.779 156.449 -318.443 -29.5293 179.803 356.504 269.54 440.848 115.645 -36.466 -263.273 -47.2069
458,0,6.38544 178.842 -197.167 272.593 -377.871 -273.021 -248.059 -348.728 -138.477 74.5371 52.2768 -165.63 -179.284 116.613 316.662 464.379 -23.4795 -84.7202 456.616 -58.1035 -62.5143 41.5581 472.385 -396.414 255.625 -348.408 19.6385 -171.672 165.445 -127.557
440.721,0,-88.0616 87.456 419.227 201.1 -16.1748 -98.9298 -378.479 -171.068 188.18 323.374 45.2747 275.63 65.9413 90.9763 -290.016 -392.814 152.171 236.207 -3.57465 -387.251 -264.697 405.155 182.608 -270.24 308.741 -103.467 -287.449 -33.6473 -18.5989 340.645
416.258,0,216.952 -407.677 -82.6777 -266.802 -205.082 -252.183 -419.267 -223.952 -5.49542 98.8383 -289.248 -74.5488 -14.2713 -249.523 -209.312 163.824 251.003 225.816 -338.11 -42.0045 -37.0903 200.454 -15.5749 -227.365 -101.568 346.971 -418.239 -409.257 -77.557 57.4825
489.951,0,26.438 65.4889 10.3239 120.782 495.227 -358.096 262.517 -109.039 -126.702 493.282 19.8427 206.896 -10.5551 125.799 -19.3216 461.092 47.231 63.6011 -101.943 -382.835 90.3995 484.866 -145.016 288.718 -466.505 -234.179 -60.1649 229.795 -325.393 68.4137
508.594,0,2.89441 30.7338 -271.307 -266.861 318.333 425.788 -417.731 482.215 -162.526 148.565 -466.92 -157.3 -246.11 -12.7646 -80.1529 86.6517 -36.4077 -410.68 -275.057 -190.888 -140.731 -69.782 129.369 -383.617 20.3524 -108.213 -306.28 -320.754 126.843 365.343
317.515,0,125.633 -459.235 132.985 70.5658 81.4042 -110.85 -106.486 -71.3807 -98.9371 -180.855 -58.1599 47.0768 -269.275 108.22 222.658 328.391 188.289 171.893 298.114 137.655 -218.707 296.255 156.08 -474.847 6.05206 -178.428 -40.1617 -230.459 -215.543 -17.7915
328.611,0,137.932 60.7844 -427.846 173.929 326.539 -74.3808 -27.9726 -205.447 184.408 -454.015 202.287 -63.8144 16.575 154.128 -243.405 -273.072 -62.7464 26.1475 -101.551 -332.696 -347.333 -153.43 -207.608 328.257 167.085 37.652 -48.8462 -56.2799 -143.752 -9.52054
374.481,0,6.19681 -19.2477 -19.5417 -345.554 263.992 -157.402 3.21149 10.1569 108.982 -443.06 156.859 210.721 -117.851 92.5836 -428.592 -251.791 73.457 -279.786 -47.5967 -400.151 -98.8979 98.5341 -375.546 -125.29 -163.884 112.215 -32.3319 289.871 426.162 63.1431
446.157,0,-485.714 243.603 -184.757 141.753 335.424 -235.591 -231.556 -21.9453 156.294 58.3629 63.5806 -226.001 -164.809 307.366 -133.732 -99.2187 -230.446 169.409 400.313 477.099 -202.046 158.078 -326.724 -87.1436 21.2638 -121.64 -199.481 -355.004 -291 247.235
383.125,0,-38.3423 209.385 -102.931 70.4284 94.2095 -12.8185 -89.6149 45.5373 -459.23 81.3998 182.316 -184.467 214.037 253.388 -190.317 -183.045 -409.322 -378.814 -71.2241 126.222 65.8837 -40.6155 -416.509 -336.015 -149.632 96.0916 221.827 405.054 261.99 -214.468
448.173,0,-189.764 33.4884 -265.559 -282.278 -418.757 133.861 -146.815 475.721 -490.628 -396.751 -305.198 -264.196 22.999 -44.64 -326.118 33.2545 -104.421 -84.978 -18.4885 119.471 -199.029 66.0726 -201.922 -453.485 202.438 -202.93 73.8267 -50.6773 53.9038 -270.074
506.887,0,101.349 -265.271 -364.661 -195.302 44.9366 232.091 -398.975 -346.598 -261.638 349.032 -144.299 84.4804 -196.968 -392.53 274.179 -39.1801 -349.686 -242.82 474.351 158.717 32.8313 83.1901 -113.414 -413.145 338.188 156.551 121.356 40.517 407.811 -64.9284
458.989,0,190.469 17.7941 -225.113 20.9515 -400.718 -436.732 95.9388 297.862 -203.591 118.481 53.8066 -223.493 -59.9314 -141.767 -69.984 -392.191 189.703 355.81 -191.041 230.811 -107.681 398.737 -478.743 -97.2598 19.9955 -378.802 -300.724 -227.572 -219.078 92.5737
384.074,1.6188,114.706 -5.94257 -322.886 -31.3259 210.614 -347.528 -329.629 93.5339 237.502 361.526 -125.615 -223.397 316.34 256.796 177.706 86.8899 56.8875 -70.9659 -45.2154 -434.658 -29.5009 253.478 308.95 298.064 -143.941 101.365 -55.6905 -45.5627 227.513 -369.864
453.899,0,407.424 202.763 -201.399 101.188 334.933 -253.236 -192.587 265.453 -97.0002 -283.11 -237.663 -364.272 115.149 -7.71695 -57.64 6.16299 187.849 -130.249 412.464 15.4589 335.812 -210.308 -234.298 192.689 474.617 -300.408 168.519 -158.324 -176.555 -320.349
435.442,0,76.5696 388.218 232.329 137.521 16.413 303.07 -245.729 -411.853 -283.687 242.355 -173.327 334.101 -198.083 44.1478 -242.317 -153.396 -185.29 151.514 -68.8872 302.402 76.188 -100.289 -134.272 -47.8438 273.303 458.405 128.293 -392.709 277.43 244.386
506.432,0,167.573 -436.632 195.12 -249.214 216.134 151.96 -198.034 -159.395 -38.1326 -488.497 -55.268 -319.841 187.131 -342.964 270.891 -301.298 62.8769 478.15 322.962 -22.0461 303.009 52.1946 -321.935 -103.722 -134.286 -405.702 224.942 -97.282 -136.591 313.835
458.746,0,465.987 9.19168 146.693 218.646 -27.8477 5.26749 158.368 250.913 5.49597 -153.014 215.901 397.915 -318.264 209.981 319.63 -179.695 389.346 251.57 -18.3519 -92.8934 -438.492 252.533 197.948 -253.315 157.824 -169.93 346.785 212.699 -319.026 207.493
442.282,0,116.566 62.7372 368.951 -306.539 -83.697 7.73282 280.809 -37.0939 -55.7658 200.639 -425.577 -396.459 -156.535 -284.243 28.4131 47.4016 -162.982 151.063 -266.605 410.904 392.286 147.999 299.742 343.18 -286.108 72.1417 -185.564 -80.8089 -373.392 -6.52802
447.519,0,-55.7342 -353.544 -330.612 -66.0833 -311.898 -290.87 -235.352 -306.87 -308.627 158.195 38.7744 -185.486 -63.0545 -104.881 -403.625 -312.584 -187.696 -247.886 -39.2661 -330.016 -64.3683 132.477 159.656 301.039 -176.981 -483.801 -86.0834 85.2386 306.75 -248.964
362.224,0,-269.077 383.442 155.386 -269.197 -59.0377 73.472 -46.4765 -197.892 -178.13 -100.154 -337.754 169.687 -143.775 143.33 -351.566 -297.305 173.61 -444.483 8.47549 69.7803 -150.964 -176.655 99.5035 5.1911 -240.372 -89.1102 -69.7312 159.672 230.596 -441.577
408.054,0,308.845 -140.967 -43.7788 -126.79 470.367 227.598 305.243 78.7571 11.4543 -72.3521 201.418 189.02 70.7274 -280.267 479.6 -43.3743 -109.637 375.941 7.15399 -408.6 -123.368 22.4457 -212.129 235.838 227.926 -86.3763 -297.342 302.926 133.166 177.233
436.407,0,-277.986 374.478 -379.189 -103.035 -330.164 -78.756 243.169 228.614 265.717 -247.519 368.508 -199.983 3.4498 327.568 -246.099 22.7916 -76.9491 -414.605 42.6982 -257.163 196.639 -73.5753 -27.9477 200.353 -31.0548 -334.738 -316.742 169.447 275.707 134.935
