problem,dim,particles,c1,c2,generations,best_fitness,runtime_ms
1,30,200,0.8,1.2,1000,6408.46,301.109
1,30,200,0.8,1.2,1000,6059.79,302.524
1,30,200,0.8,1.2,1000,6789.5,301.058
1,30,200,0.8,1.2,1000,5014.52,302.365
1,30,200,0.8,1.2,1000,6618.52,362.005
1,30,200,0.8,1.2,1000,6960.87,375.76
1,30,200,0.8,1.2,1000,7532.8,300.978
1,30,200,0.8,1.2,1000,5563.78,293.683
1,30,200,0.8,1.2,1000,6082.67,289.414
1,30,200,0.8,1.2,1000,6533.72,291.548
1,30,200,0.8,1.2,1000,6840.44,299.403
1,30,200,0.8,1.2,1000,4814.42,295.792
1,30,200,0.8,1.2,1000,6559.1,298.296
1,30,200,0.8,1.2,1000,6693.3,306.404
1,30,200,0.8,1.2,1000,5699.82,298.037
1,30,200,0.8,1.2,1000,7008.35,299.016
1,30,200,0.8,1.2,1000,5588.5,293.173
1,30,200,0.8,1.2,1000,6089.88,294.29
1,30,200,0.8,1.2,1000,6002.14,296.776
1,30,200,0.8,1.2,1000,5744.92,292.65
1,30,200,0.8,1.2,1000,5564.69,295.502
1,30,200,0.8,1.2,1000,6009.87,295.95
1,30,200,0.8,1.2,1000,6425.52,295.296
1,30,200,0.8,1.2,1000,6424.25,295.51
1,30,200,0.8,1.2,1000,5999.68,294.463
1,30,200,0.8,1.2,1000,5444.84,293.754
1,30,200,0.8,1.2,1000,5509.56,296.846
1,30,200,0.8,1.2,1000,6210.1,299.696
1,30,200,0.8,1.2,1000,5893.6,305.651
1,30,200,0.8,1.2,1000,5093.58,314.368
2,30,200,0.8,1.2,1000,44.7739,81.8081
2,30,200,0.8,1.2,1000,51.0257,69.0224
2,30,200,0.8,1.2,1000,61.9133,64.7703
2,30,200,0.8,1.2,1000,37.7097,66.5579
2,30,200,0.8,1.2,1000,50.197,69.0917
2,30,200,0.8,1.2,1000,53.0898,64.722
2,30,200,0.8,1.2,1000,60.4268,63.2109
2,30,200,0.8,1.2,1000,62.2495,65.2585
2,30,200,0.8,1.2,1000,36.4721,65.5473
2,30,200,0.8,1.2,1000,52.9707,104.667
2,30,200,0.8,1.2,1000,54.5801,65.9939
2,30,200,0.8,1.2,1000,53.2013,66.4662
2,30,200,0.8,1.2,1000,57.148,65.0893
2,30,200,0.8,1.2,1000,61.8473,63.5257
2,30,200,0.8,1.2,1000,64.3903,64.8508
2,30,200,0.8,1.2,1000,56.5906,66.7828
2,30,200,0.8,1.2,1000,50.7864,67.7374
2,30,200,0.8,1.2,1000,51.9088,67.5551
2,30,200,0.8,1.2,1000,60.5596,70.0578
2,30,200,0.8,1.2,1000,49.5103,68.537
2,30,200,0.8,1.2,1000,57.1508,67.1693
2,30,200,0.8,1.2,1000,63.7519,64.2532
2,30,200,0.8,1.2,1000,51.1432,64.1879
2,30,200,0.8,1.2,1000,46.8821,70.1763
2,30,200,0.8,1.2,1000,59.4246,69.19
2,30,200,0.8,1.2,1000,42.9693,65.9315
2,30,200,0.8,1.2,1000,54.2666,63.4862
2,30,200,0.8,1.2,1000,45.964,65.9311
2,30,200,0.8,1.2,1000,69.7743,64.7406
2,30,200,0.8,1.2,1000,58.6726,70.7727
3,30,200,0.8,1.2,1000,34938.5,75.0488
3,30,200,0.8,1.2,1000,50982.5,67.9197
3,30,200,0.8,1.2,1000,34192.8,69.5451
3,30,200,0.8,1.2,1000,31832.8,69.1131
3,30,200,0.8,1.2,1000,28245.8,69.5741
3,30,200,0.8,1.2,1000,40819.2,73.0704
3,30,200,0.8,1.2,1000,29111.8,70.3416
3,30,200,0.8,1.2,1000,39164.2,71.5916
3,30,200,0.8,1.2,1000,24688.8,69.5317
3,30,200,0.8,1.2,1000,18674.2,69.0191
3,30,200,0.8,1.2,1000,29082.6,68.9192
3,30,200,0.8,1.2,1000,15497.9,67.8077
3,30,200,0.8,1.2,1000,24615,67.7206
3,30,200,0.8,1.2,1000,38165.3,69.0636
3,30,200,0.8,1.2,1000,28166.1,73.0943
3,30,200,0.8,1.2,1000,27074.8,69.3625
3,30,200,0.8,1.2,1000,29435.2,69.1189
3,30,200,0.8,1.2,1000,46793,69.8742
3,30,200,0.8,1.2,1000,23535.7,67.814
3,30,200,0.8,1.2,1000,30954.5,69.8278
3,30,200,0.8,1.2,1000,35538.2,68.8691
3,30,200,0.8,1.2,1000,23185.3,69.0672
3,30,200,0.8,1.2,1000,30840.1,65.8811
3,30,200,0.8,1.2,1000,41985.1,69.1806
3,30,200,0.8,1.2,1000,24831.9,66.88
3,30,200,0.8,1.2,1000,51382.4,69.4772
3,30,200,0.8,1.2,1000,32785.7,69.8207
3,30,200,0.8,1.2,1000,26641.5,66.5472
3,30,200,0.8,1.2,1000,38597.8,67.0717
3,30,200,0.8,1.2,1000,31569.6,77.1861
4,30,200,0.8,1.2,1000,-30181.3,297.992
4,30,200,0.8,1.2,1000,-23437.8,267.805
4,30,200,0.8,1.2,1000,-30200.4,265.295
4,30,200,0.8,1.2,1000,-32921,265.256
4,30,200,0.8,1.2,1000,-31366,263.627
4,30,200,0.8,1.2,1000,-29706.7,265.031
4,30,200,0.8,1.2,1000,-30682.2,263.288
4,30,200,0.8,1.2,1000,-28720.2,263.103
4,30,200,0.8,1.2,1000,-27115.3,264.235
4,30,200,0.8,1.2,1000,-26832.6,262.156
4,30,200,0.8,1.2,1000,-25392.9,263.809
4,30,200,0.8,1.2,1000,-42477.5,264.132
4,30,200,0.8,1.2,1000,-28349.1,263.851
4,30,200,0.8,1.2,1000,-40275,268.251
4,30,200,0.8,1.2,1000,-28489.3,274.527
4,30,200,0.8,1.2,1000,-27980.2,268.867
4,30,200,0.8,1.2,1000,-37053,268.834
4,30,200,0.8,1.2,1000,-26713.6,278.867
4,30,200,0.8,1.2,1000,-31871.4,283.574
4,30,200,0.8,1.2,1000,-33047.4,268.829
4,30,200,0.8,1.2,1000,-32462.5,262.936
4,30,200,0.8,1.2,1000,-38594,265.986
4,30,200,0.8,1.2,1000,-33680.6,267.59
4,30,200,0.8,1.2,1000,-31876,268.194
4,30,200,0.8,1.2,1000,-28835,276.25
4,30,200,0.8,1.2,1000,-30793.1,270.321
4,30,200,0.8,1.2,1000,-36704.9,270.635
4,30,200,0.8,1.2,1000,-29754.1,276.639
4,30,200,0.8,1.2,1000,-27452.6,273.185
4,30,200,0.8,1.2,1000,-32151.1,272.505
5,30,200,0.8,1.2,1000,1.28625,304.145
5,30,200,0.8,1.2,1000,1.26169,300.91
5,30,200,0.8,1.2,1000,1.38378,290.431
5,30,200,0.8,1.2,1000,1.40518,291.426
5,30,200,0.8,1.2,1000,1.27193,290.833
5,30,200,0.8,1.2,1000,1.27636,308.101
5,30,200,0.8,1.2,1000,1.36797,290.876
5,30,200,0.8,1.2,1000,1.34722,290.931
5,30,200,0.8,1.2,1000,1.37644,292.076
5,30,200,0.8,1.2,1000,1.28103,289.891
5,30,200,0.8,1.2,1000,1.27008,289.303
5,30,200,0.8,1.2,1000,1.27075,290.439
5,30,200,0.8,1.2,1000,1.2864,289.72
5,30,200,0.8,1.2,1000,1.23112,289.104
5,30,200,0.8,1.2,1000,1.43619,290.608
5,30,200,0.8,1.2,1000,1.347,289.31
5,30,200,0.8,1.2,1000,1.38323,291.11
5,30,200,0.8,1.2,1000,1.27972,288.722
5,30,200,0.8,1.2,1000,1.34464,297.098
5,30,200,0.8,1.2,1000,1.38107,296.206
5,30,200,0.8,1.2,1000,1.25377,291.514
5,30,200,0.8,1.2,1000,1.38485,305.433
5,30,200,0.8,1.2,1000,1.37566,290.69
5,30,200,0.8,1.2,1000,1.33676,289.506
5,30,200,0.8,1.2,1000,1.27051,291.127
5,30,200,0.8,1.2,1000,1.29167,291.906
5,30,200,0.8,1.2,1000,1.36264,293.698
5,30,200,0.8,1.2,1000,1.36192,310.904
5,30,200,0.8,1.2,1000,1.27465,303.482
5,30,200,0.8,1.2,1000,1.25831,305.641
6,30,200,0.8,1.2,1000,-35.8273,322.408
6,30,200,0.8,1.2,1000,-35.8032,286.68
6,30,200,0.8,1.2,1000,-35.1105,344.125
6,30,200,0.8,1.2,1000,-34.8852,281.276
6,30,200,0.8,1.2,1000,-35.4255,275.957
6,30,200,0.8,1.2,1000,-35.8061,266.687
6,30,200,0.8,1.2,1000,-36.0035,298.409
6,30,200,0.8,1.2,1000,-35.94,297.505
6,30,200,0.8,1.2,1000,-34.9303,292.597
6,30,200,0.8,1.2,1000,-35.9768,273.122
6,30,200,0.8,1.2,1000,-33.8634,271.853
6,30,200,0.8,1.2,1000,-36.178,308.219
6,30,200,0.8,1.2,1000,-35.8253,270.653
6,30,200,0.8,1.2,1000,-35.7857,272.844
6,30,200,0.8,1.2,1000,-35.6902,271.419
6,30,200,0.8,1.2,1000,-34.9038,267.927
6,30,200,0.8,1.2,1000,-36.0245,265.724
6,30,200,0.8,1.2,1000,-35.8804,267.874
6,30,200,0.8,1.2,1000,-35.7352,265.95
6,30,200,0.8,1.2,1000,-34.6583,266.488
6,30,200,0.8,1.2,1000,-35.5723,271.569
6,30,200,0.8,1.2,1000,-35.8665,269.226
6,30,200,0.8,1.2,1000,-35.6862,270.35
6,30,200,0.8,1.2,1000,-35.6894,268.322
6,30,200,0.8,1.2,1000,-36.3026,268.953
6,30,200,0.8,1.2,1000,-36.0137,281.018
6,30,200,0.8,1.2,1000,-35.9401,267.414
6,30,200,0.8,1.2,1000,-36.0625,273.804
6,30,200,0.8,1.2,1000,-35.6669,267.863
6,30,200,0.8,1.2,1000,-36.0714,270.409
7,30,200,0.8,1.2,1000,43.0859,1151.21
7,30,200,0.8,1.2,1000,39.2104,1216.59
7,30,200,0.8,1.2,1000,57.348,1082.02
7,30,200,0.8,1.2,1000,36.2302,1270.57
7,30,200,0.8,1.2,1000,39.1481,1173.91
7,30,200,0.8,1.2,1000,38.0547,1135.39
7,30,200,0.8,1.2,1000,39.2996,1205.27
7,30,200,0.8,1.2,1000,44.8899,1099.81
7,30,200,0.8,1.2,1000,49.9263,1061.49
7,30,200,0.8,1.2,1000,52.4399,1159.18
7,30,200,0.8,1.2,1000,39.996,1149.69
7,30,200,0.8,1.2,1000,46.5218,1108.18
7,30,200,0.8,1.2,1000,46.5555,1189.84
7,30,200,0.8,1.2,1000,56.2502,1060.47
7,30,200,0.8,1.2,1000,42.9937,1140.5
7,30,200,0.8,1.2,1000,39.7758,1197.64
7,30,200,0.8,1.2,1000,61.2447,1159.63
7,30,200,0.8,1.2,1000,37.5281,1141.68
7,30,200,0.8,1.2,1000,35.5016,1217.52
7,30,200,0.8,1.2,1000,40.6373,1111.01
7,30,200,0.8,1.2,1000,42.8903,1105.35
7,30,200,0.8,1.2,1000,46.0895,1186.03
7,30,200,0.8,1.2,1000,41.6592,1144.64
7,30,200,0.8,1.2,1000,39.5357,1094.72
7,30,200,0.8,1.2,1000,45.3202,1252.8
7,30,200,0.8,1.2,1000,39.638,1111.19
7,30,200,0.8,1.2,1000,63.295,1050.79
7,30,200,0.8,1.2,1000,42.8493,1158.24
7,30,200,0.8,1.2,1000,48.6794,1185.32
7,30,200,0.8,1.2,1000,42.1419,1102.15
8,30,200,0.8,1.2,1000,-5.24428,448.58
8,30,200,0.8,1.2,1000,-26.332,585.504
8,30,200,0.8,1.2,1000,-21.3207,453.871
8,30,200,0.8,1.2,1000,-1.69532,437.415
8,30,200,0.8,1.2,1000,-21.487,438.573
8,30,200,0.8,1.2,1000,-18.2214,442.81
8,30,200,0.8,1.2,1000,-26.2545,436.717
8,30,200,0.8,1.2,1000,-12.6057,438.477
8,30,200,0.8,1.2,1000,-35.4649,459.25
8,30,200,0.8,1.2,1000,-25.0814,437.553
8,30,200,0.8,1.2,1000,-14.2776,437.297
8,30,200,0.8,1.2,1000,-20.8003,436.419
8,30,200,0.8,1.2,1000,-9.9681,436.282
8,30,200,0.8,1.2,1000,-20.1098,436.545
8,30,200,0.8,1.2,1000,-22.1432,435.527
8,30,200,0.8,1.2,1000,-22.0922,436.582
8,30,200,0.8,1.2,1000,-35.6073,435.863
8,30,200,0.8,1.2,1000,-17.0185,436.626
8,30,200,0.8,1.2,1000,-4.04797,435.835
8,30,200,0.8,1.2,1000,-2.51902,453.2
8,30,200,0.8,1.2,1000,-17.9187,437.411
8,30,200,0.8,1.2,1000,-14.5963,438.445
8,30,200,0.8,1.2,1000,-42.7458,454.977
8,30,200,0.8,1.2,1000,-15.1117,440.699
8,30,200,0.8,1.2,1000,-24.688,438.768
8,30,200,0.8,1.2,1000,-22.4055,435.717
8,30,200,0.8,1.2,1000,-22.9588,436.217
8,30,200,0.8,1.2,1000,-28.5707,434.531
8,30,200,0.8,1.2,1000,-17.8478,437.506
8,30,200,0.8,1.2,1000,-19.5381,436.986
9,30,200,0.8,1.2,1000,85.835,979.082
9,30,200,0.8,1.2,1000,110.908,959.9
9,30,200,0.8,1.2,1000,87.521,963.561
9,30,200,0.8,1.2,1000,86.7454,962.503
9,30,200,0.8,1.2,1000,78.8653,958.285
9,30,200,0.8,1.2,1000,84.2462,982.989
9,30,200,0.8,1.2,1000,99.4785,961.459
9,30,200,0.8,1.2,1000,89.0356,961.583
9,30,200,0.8,1.2,1000,87.7784,968.073
9,30,200,0.8,1.2,1000,102.377,956.001
9,30,200,0.8,1.2,1000,83.656,979.303
9,30,200,0.8,1.2,1000,89.3658,962.202
9,30,200,0.8,1.2,1000,91.1338,961.365
9,30,200,0.8,1.2,1000,90.2261,965.364
9,30,200,0.8,1.2,1000,77.7337,962.745
9,30,200,0.8,1.2,1000,85.6508,982.159
9,30,200,0.8,1.2,1000,85.7778,965.748
9,30,200,0.8,1.2,1000,91.9568,1059.31
9,30,200,0.8,1.2,1000,92.2087,974.019
9,30,200,0.8,1.2,1000,86.7357,966.81
9,30,200,0.8,1.2,1000,86.7282,1210.24
9,30,200,0.8,1.2,1000,84.922,963.597
9,30,200,0.8,1.2,1000,86.1339,964.201
9,30,200,0.8,1.2,1000,84.2589,1102.54
9,30,200,0.8,1.2,1000,70.8007,1018.98
9,30,200,0.8,1.2,1000,92.8758,1003.47
9,30,200,0.8,1.2,1000,87.1816,1014.47
9,30,200,0.8,1.2,1000,93.7394,1252.66
9,30,200,0.8,1.2,1000,90.7131,1003.29
9,30,200,0.8,1.2,1000,99.5455,1013.63
10,30,200,0.8,1.2,1000,-10407,533.522
10,30,200,0.8,1.2,1000,-8120.01,722.989
10,30,200,0.8,1.2,1000,-8834.58,602.685
10,30,200,0.8,1.2,1000,-8923.49,523.875
10,30,200,0.8,1.2,1000,-11297.3,522.002
10,30,200,0.8,1.2,1000,-9299.45,519.815
10,30,200,0.8,1.2,1000,-10925.2,515.403
10,30,200,0.8,1.2,1000,-11422,585.747
10,30,200,0.8,1.2,1000,-10054.3,518.798
10,30,200,0.8,1.2,1000,-10028.1,501.096
10,30,200,0.8,1.2,1000,-9810.29,500.041
10,30,200,0.8,1.2,1000,-11884.1,507.237
10,30,200,0.8,1.2,1000,-12352.3,627.441
10,30,200,0.8,1.2,1000,-10425,569.252
10,30,200,0.8,1.2,1000,-11869.1,559.513
10,30,200,0.8,1.2,1000,-10459.8,498.936
10,30,200,0.8,1.2,1000,-10528.7,494.775
10,30,200,0.8,1.2,1000,-8884.12,516.233
10,30,200,0.8,1.2,1000,-10891,600.135
10,30,200,0.8,1.2,1000,-9808.26,596.409
10,30,200,0.8,1.2,1000,-11647.3,503.276
10,30,200,0.8,1.2,1000,-9633.96,497.524
10,30,200,0.8,1.2,1000,-9761.46,502.195
10,30,200,0.8,1.2,1000,-9677.03,499.157
10,30,200,0.8,1.2,1000,-12244.9,606.494
10,30,200,0.8,1.2,1000,-12244.3,574.401
10,30,200,0.8,1.2,1000,-10873,510.641
10,30,200,0.8,1.2,1000,-8015.08,503.689
10,30,200,0.8,1.2,1000,-11216.3,501.826
10,30,200,0.8,1.2,1000,-10441,498.667
